Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
WikiPathways,27,WP2292,Chemokine signaling pathway,,-7.7,5.3,7.8,16289,170,306,17,5.6,1.3,14701|14825|15945|17329|18033|18035|18036|20292|20296|20306|20307|20310|20311|20846|55985|57266|66102,Gng12|Cxcl1|Cxcl10|Cxcl9|Nfkb1|Nfkbia|Nfkbib|Ccl11|Ccl2|Ccl7|Ccl8|Cxcl2|Cxcl5|Stat1|Cxcl13|Cxcl14|Cxcl16,-5.9,S1_UP
KEGG Pathway,24,mmu05146,Amoebiasis - Mus musculus (house mouse),,-7.6,7.3,8.5,16289,95,306,13,4.2,1.2,11847|12826|12827|14825|16177|16178|16193|16775|16777|18033|20310|21803|226519,Arg2|Col4a1|Col4a2|Cxcl1|Il1r1|Il1r2|Il6|Lama4|Lamb1|Nfkb1|Cxcl2|Tgfb1|Lamc1,-5.9,S1_UP
GO Biological Processes,19,GO:2000146,negative regulation of cell motility,19_GO:0040011 locomotion,-7.5,3.9,7.2,16289,315,306,23,7.5,1.5,11815|11816|12512|13479|14173|16011|16181|16971|18024|20319|20377|21803|21812|21814|21857|23892|26941|55985|66214|68713|100952|211323|240725,Apod|Apoe|Cd63|Dpep1|Fgf2|Igfbp5|Il1rn|Lrp1|Nfe2l2|Sfrp2|Sfrp1|Tgfb1|Tgfbr1|Tgfbr3|Timp1|Grem1|Nherf1|Cxcl13|Rgcc|Ifitm1|Emilin1|Nrg1|Sulf1,-5.8,S1_UP
GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-7.5,3.2,6.8,16289,479,306,29,9.5,1.7,11647|12628|12822|13003|13617|14173|14313|14609|15251|17313|17386|17387|17390|18159|18595|18596|20319|20377|21803|21812|21859|21943|52076|58250|69121|98711|213053|240725|268396,Alpl|Cfh|Col18a1|Vcan|Ednra|Fgf2|Fst|Gja1|Hif1a|Mgp|Mmp13|Mmp14|Mmp2|Nppc|Pdgfra|Pdgfrb|Sfrp2|Sfrp1|Tgfb1|Tgfbr1|Timp3|Tnfsf11|Tmem38b|Chst11|Chrdl2|Rdh10|Slc39a14|Sulf1|Sh3pxd2b,-5.8,S1_UP
GO Biological Processes,19,GO:0031100,animal organ regeneration,19_GO:0032502 developmental process,-7.5,15,10,16289,28,306,8,2.6,0.91,12608|13649|15368|16193|16878|18746|20311|21803,Cebpb|Egfr|Hmox1|Il6|Lif|Pkm|Cxcl5|Tgfb1,-5.8,S1_UP
Reactome Gene Sets,6,R-MMU-1236975,Antigen processing-Cross presentation,,-7.5,7.9,8.6,16289,81,306,12,3.9,1.1,12010|14972|15018|15040|16410|16912|16913|19173|19186|21354|22320|110557,B2m|H2-K1|H2-Q7|H2-T23|Itgav|Psmb9|Psmb8|Psmb5|Psme1|Tap1|Vamp8|H2-Q6,-5.7,S1_UP
KEGG Pathway,24,mmu05323,Rheumatoid arthritis - Mus musculus (house mouse),,-7.5,7.9,8.6,16289,81,306,12,3.9,1.1,13038|13039|14825|14961|16156|16193|17392|20296|20310|20311|21803|21943,Ctsk|Ctsl|Cxcl1|H2-Ab1|Il11|Il6|Mmp3|Ccl2|Cxcl2|Cxcl5|Tgfb1|Tnfsf11,-5.7,S1_UP
GO Biological Processes,19,GO:0019882,antigen processing and presentation,19_GO:0002376 immune system process,-7.4,7.1,8.3,16289,98,306,13,4.2,1.2,12010|13039|14961|14964|14972|15018|15040|16912|16913|19141|19186|21354|110557,B2m|Ctsl|H2-Ab1|H2-D1|H2-K1|H2-Q7|H2-T23|Psmb9|Psmb8|Lgmn|Psme1|Tap1|H2-Q6,-5.7,S1_UP
GO Biological Processes,19,GO:1905953,negative regulation of lipid localization,19_GO:0051179 localization,-7.4,10,9.2,16289,52,306,10,3.3,1,11816|12623|16410|18035|19255|50790|67469|69863|211323|234564,Apoe|Ces1g|Itgav|Nfkbia|Ptpn2|Acsl4|Abhd5|Ttc39b|Nrg1|Ces1f,-5.7,S1_UP
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-7.4,3,6.7,16289,572,306,32,10,1.7,12223|12826|12827|13649|13874|14173|14178|14313|15234|16011|16195|16878|16948|16971|17164|18159|18595|18596|19246|19255|20296|20319|20377|21803|21812|21814|58250|74747|78388|211323|213053|240725,Btc|Col4a1|Col4a2|Egfr|Ereg|Fgf2|Fgf7|Fst|Hgf|Igfbp5|Il6st|Lif|Lox|Lrp1|Mapkapk2|Nppc|Pdgfra|Pdgfrb|Ptpn1|Ptpn2|Ccl2|Sfrp2|Sfrp1|Tgfb1|Tgfbr1|Tgfbr3|Chst11|Ddit4|Mvp|Nrg1|Slc39a14|Sulf1,-5.7,S1_UP
GO Biological Processes,19,GO:0052547,regulation of peptidase activity,19_GO:0008152 metabolic process,-7.4,3.7,7,16289,346,306,24,7.8,1.5,13014|13036|13038|13039|13479|14433|16912|16913|18793|19141|19186|19225|20201|20319|20715|20716|20717|20720|20846|21857|21859|22436|94227|238393,Cstb|Ctsh|Ctsk|Ctsl|Dpep1|Gapdh|Psmb9|Psmb8|Plaur|Lgmn|Psme1|Ptgs2|S100a8|Sfrp2|Serpina3g|Serpina3n|Serpina3m|Serpine2|Stat1|Timp1|Timp3|Xdh|Pi15|Serpina3f,-5.7,S1_UP
GO Biological Processes,19,GO:1905330,regulation of morphogenesis of an epithelium,19_GO:0032502 developmental process,-7.4,8.7,8.8,16289,67,306,11,3.6,1.1,14173|14178|15234|15945|16819|16878|18595|20377|21803|23892|240725,Fgf2|Fgf7|Hgf|Cxcl10|Lcn2|Lif|Pdgfra|Sfrp1|Tgfb1|Grem1|Sulf1,-5.7,S1_UP
GO Biological Processes,19,GO:0030593,neutrophil chemotaxis,19_GO:0040011 locomotion,-7.3,10,9.1,16289,53,306,10,3.3,1,13479|14825|15945|17329|18578|20201|20296|20310|20311|55985,Dpep1|Cxcl1|Cxcl10|Cxcl9|Pde4b|S100a8|Ccl2|Cxcl2|Cxcl5|Cxcl13,-5.6,S1_UP
GO Biological Processes,19,GO:2000659,regulation of interleukin-1-mediated signaling pathway,19_GO:0050896 response to stimulus,-7.3,38,14,16289,7,306,5,1.6,0.72,16177|16178|16181|16193|58203,Il1r1|Il1r2|Il1rn|Il6|Zbp1,-5.6,S1_UP
Reactome Gene Sets,6,R-MMU-1474228,Degradation of the extracellular matrix,,-7.3,6.9,8.2,16289,100,306,13,4.2,1.2,12822|12826|12827|13030|13038|13039|17384|17386|17387|17390|17392|18073|21857,Col18a1|Col4a1|Col4a2|Ctsb|Ctsk|Ctsl|Mmp10|Mmp13|Mmp14|Mmp2|Mmp3|Nid1|Timp1,-5.6,S1_UP
KEGG Pathway,24,mmu04062,Chemokine signaling pathway - Mus musculus (house mouse),,-7.3,5,7.5,16289,180,306,17,5.6,1.3,14701|14825|15945|17329|18033|18035|18036|20292|20296|20306|20307|20310|20311|20846|55985|57266|66102,Gng12|Cxcl1|Cxcl10|Cxcl9|Nfkb1|Nfkbia|Nfkbib|Ccl11|Ccl2|Ccl7|Ccl8|Cxcl2|Cxcl5|Stat1|Cxcl13|Cxcl14|Cxcl16,-5.6,S1_UP
GO Biological Processes,19,GO:1990869,cellular response to chemokine,19_GO:0050896 response to stimulus,-7.2,8.5,8.6,16289,69,306,11,3.6,1.1,14825|15945|16948|17329|20292|20296|20306|20307|20310|20311|55985,Cxcl1|Cxcl10|Lox|Cxcl9|Ccl11|Ccl2|Ccl7|Ccl8|Cxcl2|Cxcl5|Cxcl13,-5.5,S1_UP
GO Biological Processes,19,GO:1990868,response to chemokine,19_GO:0050896 response to stimulus,-7.2,8.5,8.6,16289,69,306,11,3.6,1.1,14825|15945|16948|17329|20292|20296|20306|20307|20310|20311|55985,Cxcl1|Cxcl10|Lox|Cxcl9|Ccl11|Ccl2|Ccl7|Ccl8|Cxcl2|Cxcl5|Cxcl13,-5.5,S1_UP
Reactome Gene Sets,6,R-MMU-6798695,Neutrophil degranulation,,-7.2,3.2,6.6,16289,467,306,28,9.2,1.6,12010|12266|12512|13014|13030|13032|13036|14319|14825|14972|15018|15040|15439|16410|16819|18033|18746|18793|19288|20201|20932|22320|30960|78388|78892|110557|231507|238393,B2m|C3|Cd63|Cstb|Ctsb|Ctsc|Ctsh|Fth1|Cxcl1|H2-K1|H2-Q7|H2-T23|Hp|Itgav|Lcn2|Nfkb1|Pkm|Plaur|Ptx3|S100a8|Surf4|Vamp8|Vapa|Mvp|Crispld2|H2-Q6|Plac8|Serpina3f,-5.5,S1_UP
GO Biological Processes,19,GO:0048771,tissue remodeling,19_GO:0032501 multicellular organismal process,-7.1,6.1,7.8,16289,123,306,14,4.6,1.2,13038|13617|13819|14609|15251|16011|16878|17387|17390|18033|18159|21814|21857|21943,Ctsk|Ednra|Epas1|Gja1|Hif1a|Igfbp5|Lif|Mmp14|Mmp2|Nfkb1|Nppc|Tgfbr3|Timp1|Tnfsf11,-5.4,S1_UP
Reactome Gene Sets,6,R-MMU-1280215,Cytokine Signaling in Immune system,,-7.1,3.2,6.6,16289,444,306,27,8.8,1.6,11796|12985|16156|16164|16169|16177|16178|16181|16193|16195|16878|16912|16913|17082|17164|18033|18035|18036|19173|19186|19246|19255|20698|20969|21937|21943|211550,Birc3|Csf3|Il11|Il13ra1|Il15ra|Il1r1|Il1r2|Il1rn|Il6|Il6st|Lif|Psmb9|Psmb8|Il1rl1|Mapkapk2|Nfkb1|Nfkbia|Nfkbib|Psmb5|Psme1|Ptpn1|Ptpn2|Sphk1|Sdc1|Tnfrsf1a|Tnfsf11|Tifa,-5.4,S1_UP
GO Biological Processes,19,GO:0048660,regulation of smooth muscle cell proliferation,19_GO:0050789 regulation of biological process,-7,4.8,7.3,16289,187,306,17,5.6,1.3,11815|11816|13649|13874|14173|15251|15368|16011|16193|17390|18596|19225|20656|21803|21859|21929|58859,Apod|Apoe|Egfr|Ereg|Fgf2|Hif1a|Hmox1|Igfbp5|Il6|Mmp2|Pdgfrb|Ptgs2|Sod2|Tgfb1|Timp3|Tnfaip3|Efemp2,-5.4,S1_UP
GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-7,3.8,6.8,16289,310,306,22,7.2,1.5,12512|14173|14313|14314|14362|15251|16948|16971|17751|19246|20319|20377|21803|21814|22436|23892|55985|58250|69121|77794|100952|240725,Cd63|Fgf2|Fst|Fstl1|Fzd1|Hif1a|Lox|Lrp1|Mt3|Ptpn1|Sfrp2|Sfrp1|Tgfb1|Tgfbr3|Xdh|Grem1|Cxcl13|Chst11|Chrdl2|Adamtsl2|Emilin1|Sulf1,-5.3,S1_UP
GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-6.9,3.4,6.6,16289,393,306,25,8.2,1.6,11816|12010|12822|13039|13123|13617|13649|14173|14178|14609|15368|16193|18102|20292|20296|20319|20377|20846|21803|21812|21814|21929|22436|66214|240725,Apoe|B2m|Col18a1|Ctsl|Cyp7b1|Ednra|Egfr|Fgf2|Fgf7|Gja1|Hmox1|Il6|Nme1|Ccl11|Ccl2|Sfrp2|Sfrp1|Stat1|Tgfb1|Tgfbr1|Tgfbr3|Tnfaip3|Xdh|Rgcc|Sulf1,-5.3,S1_UP
Reactome Gene Sets,6,R-MMU-2022090,Assembly of collagen fibrils and other multimeric structures,,-6.9,11,9,16289,45,306,9,2.9,0.97,12822|12826|12827|13030|13039|16948|17386|17392|94352,Col18a1|Col4a1|Col4a2|Ctsb|Ctsl|Lox|Mmp13|Mmp3|Loxl2,-5.3,S1_UP
GO Biological Processes,19,GO:0070098,chemokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-6.9,9,8.5,16289,59,306,10,3.3,1,14825|15945|17329|20292|20296|20306|20307|20310|20311|55985,Cxcl1|Cxcl10|Cxcl9|Ccl11|Ccl2|Ccl7|Ccl8|Cxcl2|Cxcl5|Cxcl13,-5.2,S1_UP
KEGG Pathway,24,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),,-6.8,4.4,7,16289,216,306,18,5.9,1.3,12010|13649|14701|14964|14972|15018|15040|16177|16193|16410|18033|18035|18595|19225|20296|21354|21937|110557,B2m|Egfr|Gng12|H2-D1|H2-K1|H2-Q7|H2-T23|Il1r1|Il6|Itgav|Nfkb1|Nfkbia|Pdgfra|Ptgs2|Ccl2|Tap1|Tnfrsf1a|H2-Q6,-5.2,S1_UP
GO Biological Processes,19,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-6.8,4.2,6.9,16289,240,306,19,6.2,1.4,12985|13649|14178|16156|16193|16195|16402|16878|18595|18596|19246|19255|20319|20377|21803|21937|23892|78388|211323,Csf3|Egfr|Fgf7|Il11|Il6|Il6st|Itga5|Lif|Pdgfra|Pdgfrb|Ptpn1|Ptpn2|Sfrp2|Sfrp1|Tgfb1|Tnfrsf1a|Grem1|Mvp|Nrg1,-5.2,S1_UP
GO Biological Processes,19,GO:0046688,response to copper ion,19_GO:0050896 response to stimulus,-6.8,16,10,16289,23,306,7,2.3,0.85,12870|17748|17750|17751|18024|20657|94352,Cp|Mt1|Mt2|Mt3|Nfe2l2|Sod3|Loxl2,-5.2,S1_UP
GO Biological Processes,19,GO:0097746,blood vessel diameter maintenance,19_GO:0032501 multicellular organismal process,-6.8,5,7.2,16289,172,306,16,5.2,1.3,11535|11816|13617|13649|14528|14609|15251|16523|17390|18159|19225|20656|20657|21814|27360|242202,Adm|Apoe|Ednra|Egfr|Gch1|Gja1|Hif1a|Kcnj8|Mmp2|Nppc|Ptgs2|Sod2|Sod3|Tgfbr3|Add3|Pde5a,-5.2,S1_UP
GO Biological Processes,19,GO:0035296,regulation of tube diameter,19_GO:0065007 biological regulation,-6.8,5,7.2,16289,172,306,16,5.2,1.3,11535|11816|13617|13649|14528|14609|15251|16523|17390|18159|19225|20656|20657|21814|27360|242202,Adm|Apoe|Ednra|Egfr|Gch1|Gja1|Hif1a|Kcnj8|Mmp2|Nppc|Ptgs2|Sod2|Sod3|Tgfbr3|Add3|Pde5a,-5.2,S1_UP
GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-6.8,4.4,7,16289,218,306,18,5.9,1.3,13036|13819|14173|14178|14726|15483|16011|16878|16948|17313|17387|18595|18596|21803|52076|74178|77794|98711,Ctsh|Epas1|Fgf2|Fgf7|Pdpn|Hsd11b1|Igfbp5|Lif|Lox|Mgp|Mmp14|Pdgfra|Pdgfrb|Tgfb1|Tmem38b|Stk40|Adamtsl2|Rdh10,-5.2,S1_UP
GO Biological Processes,19,GO:0035150,regulation of tube size,19_GO:0065007 biological regulation,-6.8,4.9,7.2,16289,173,306,16,5.2,1.3,11535|11816|13617|13649|14528|14609|15251|16523|17390|18159|19225|20656|20657|21814|27360|242202,Adm|Apoe|Ednra|Egfr|Gch1|Gja1|Hif1a|Kcnj8|Mmp2|Nppc|Ptgs2|Sod2|Sod3|Tgfbr3|Add3|Pde5a,-5.2,S1_UP
GO Biological Processes,19,GO:0048002,antigen processing and presentation of peptide antigen,19_GO:0002376 immune system process,-6.7,8.7,8.4,16289,61,306,10,3.3,1,12010|13039|14961|14964|14972|15018|15040|19141|21354|110557,B2m|Ctsl|H2-Ab1|H2-D1|H2-K1|H2-Q7|H2-T23|Lgmn|Tap1|H2-Q6,-5.1,S1_UP
GO Biological Processes,19,GO:0032963,collagen metabolic process,19_GO:0008152 metabolic process,-6.7,8.7,8.4,16289,61,306,10,3.3,1,13030|13038|13039|15251|17384|17386|17387|17390|17392|21814,Ctsb|Ctsk|Ctsl|Hif1a|Mmp10|Mmp13|Mmp14|Mmp2|Mmp3|Tgfbr3,-5.1,S1_UP
GO Biological Processes,19,GO:0045637,regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-6.7,4.4,6.9,16289,220,306,18,5.9,1.3,12010|12608|12985|15251|16418|16878|16948|17536|18035|18102|19255|19659|20377|20846|21803|21943|23871|93694,B2m|Cebpb|Csf3|Hif1a|Eif6|Lif|Lox|Meis2|Nfkbia|Nme1|Ptpn2|Rbp1|Sfrp1|Stat1|Tgfb1|Tnfsf11|Ets1|Clec2d,-5.1,S1_UP
WikiPathways,27,WP2432,Spinal cord injury,,-6.7,6.8,7.8,16289,94,306,12,3.9,1.1,12826|13003|14609|14825|15945|16177|16193|20296|20310|20564|21803|58250,Col4a1|Vcan|Gja1|Cxcl1|Cxcl10|Il1r1|Il6|Ccl2|Cxcl2|Slit3|Tgfb1|Chst11,-5.1,S1_UP
GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-6.7,4.3,6.9,16289,221,306,18,5.9,1.3,13036|13819|14173|14178|14726|15483|16011|16878|16948|17313|17387|18595|18596|21803|52076|74178|77794|98711,Ctsh|Epas1|Fgf2|Fgf7|Pdpn|Hsd11b1|Igfbp5|Lif|Lox|Mgp|Mmp14|Pdgfra|Pdgfrb|Tgfb1|Tmem38b|Stk40|Adamtsl2|Rdh10,-5.1,S1_UP
Reactome Gene Sets,6,R-MMU-1236974,ER-Phagosome pathway,,-6.7,16,9.9,16289,24,306,7,2.3,0.85,12010|14972|15018|15040|21354|22320|110557,B2m|H2-K1|H2-Q7|H2-T23|Tap1|Vamp8|H2-Q6,-5.1,S1_UP
GO Biological Processes,19,GO:0034612,response to tumor necrosis factor,19_GO:0050896 response to stimulus,-6.7,5.6,7.4,16289,133,306,14,4.6,1.2,11796|14528|16193|18024|18033|18035|20296|20377|20698|20846|21937|21943|66102|211550,Birc3|Gch1|Il6|Nfe2l2|Nfkb1|Nfkbia|Ccl2|Sfrp1|Sphk1|Stat1|Tnfrsf1a|Tnfsf11|Cxcl16|Tifa,-5.1,S1_UP
GO Biological Processes,19,GO:0006879,intracellular iron ion homeostasis,19_GO:0042592 homeostatic process,-6.7,8.6,8.3,16289,62,306,10,3.3,1,12010|12870|14319|15251|15368|22041|66383|71145|117167|213053,B2m|Cp|Fth1|Hif1a|Hmox1|Trf|Iscu|Scara5|Steap4|Slc39a14,-5.1,S1_UP
GO Biological Processes,19,GO:0030574,collagen catabolic process,19_GO:0008152 metabolic process,-6.7,12,9.2,16289,35,306,8,2.6,0.91,13030|13038|13039|17384|17386|17387|17390|17392,Ctsb|Ctsk|Ctsl|Mmp10|Mmp13|Mmp14|Mmp2|Mmp3,-5.1,S1_UP
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-6.6,2.7,6.1,16289,620,306,32,10,1.7,12010|12266|12268|12628|13874|14283|14469|14961|14962|14964|14972|15018|15040|16177|16193|16523|17087|17164|18033|18035|18578|21803|22038|50909|57783|58203|65221|66214|110557|170737|211550|229898,B2m|C3|C4b|Cfh|Ereg|Fosl1|Gbp2|H2-Ab1|Cfb|H2-D1|H2-K1|H2-Q7|H2-T23|Il1r1|Il6|Kcnj8|Ly96|Mapkapk2|Nfkb1|Nfkbia|Pde4b|Tgfb1|Plscr1|C1ra|Tnip1|Zbp1|Slc15a3|Rgcc|H2-Q6|Znrf1|Tifa|Gbp5,-5,S1_UP
GO Biological Processes,19,GO:0001503,ossification,19_GO:0032501 multicellular organismal process,-6.6,4.1,6.8,16289,248,306,19,6.2,1.4,11647|14173|14609|14758|15251|16011|16948|17313|17386|17387|17390|18159|19225|21814|21943|52076|68713|69121|268396,Alpl|Fgf2|Gja1|Gpm6b|Hif1a|Igfbp5|Lox|Mgp|Mmp13|Mmp14|Mmp2|Nppc|Ptgs2|Tgfbr3|Tnfsf11|Tmem38b|Ifitm1|Chrdl2|Sh3pxd2b,-5,S1_UP
GO Biological Processes,19,GO:0050673,epithelial cell proliferation,19_GO:0009987 cellular process,-6.6,4.5,6.9,16289,201,306,17,5.6,1.3,12608|12822|13039|13123|13649|13874|14173|14178|14313|15234|16010|16011|16193|21803|21812|21943|94352,Cebpb|Col18a1|Ctsl|Cyp7b1|Egfr|Ereg|Fgf2|Fgf7|Fst|Hgf|Igfbp4|Igfbp5|Il6|Tgfb1|Tgfbr1|Tnfsf11|Loxl2,-5,S1_UP
Reactome Gene Sets,6,R-MMU-449147,Signaling by Interleukins,,-6.6,3.9,6.6,16289,275,306,20,6.5,1.4,16156|16164|16169|16177|16178|16181|16193|16195|16878|16912|16913|17082|17164|18033|18035|18036|19173|19186|20969|211550,Il11|Il13ra1|Il15ra|Il1r1|Il1r2|Il1rn|Il6|Il6st|Lif|Psmb9|Psmb8|Il1rl1|Mapkapk2|Nfkb1|Nfkbia|Nfkbib|Psmb5|Psme1|Sdc1|Tifa,-5,S1_UP
GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-6.6,2.8,6.1,16289,592,306,31,10,1.7,11535|11816|11847|11928|11938|13032|13617|13649|13819|14528|14609|15234|15251|16011|16193|16523|16878|17390|18159|18578|19225|20698|21937|22041|26941|27360|30937|52076|109624|211323|242202,Adm|Apoe|Arg2|Atp1a1|Atp2a2|Ctsc|Ednra|Egfr|Epas1|Gch1|Gja1|Hgf|Hif1a|Igfbp5|Il6|Kcnj8|Lif|Mmp2|Nppc|Pde4b|Ptgs2|Sphk1|Tnfrsf1a|Trf|Nherf1|Add3|Lmcd1|Tmem38b|Cald1|Nrg1|Pde5a,-5,S1_UP
GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-6.6,2.9,6.2,16289,530,306,29,9.5,1.7,11816|11847|12628|13874|14283|14469|14825|16523|17087|17164|17472|18024|18035|19255|20201|20311|20846|21354|21803|21929|22038|57783|58203|65221|93694|100952|170737|211550|229898,Apoe|Arg2|Cfh|Ereg|Fosl1|Gbp2|Cxcl1|Kcnj8|Ly96|Mapkapk2|Gbp4|Nfe2l2|Nfkbia|Ptpn2|S100a8|Cxcl5|Stat1|Tap1|Tgfb1|Tnfaip3|Plscr1|Tnip1|Zbp1|Slc15a3|Clec2d|Emilin1|Znrf1|Tifa|Gbp5,-5,S1_UP
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-6.6,2.7,6.1,16289,656,306,33,11,1.8,12266|12985|13617|13649|13874|14173|14178|14362|15234|16156|16193|16195|16402|16878|16911|17751|18595|18596|18793|19225|19246|20319|20698|21803|21937|21943|22041|22166|23892|66214|80982|211323|242202,C3|Csf3|Ednra|Egfr|Ereg|Fgf2|Fgf7|Fzd1|Hgf|Il11|Il6|Il6st|Itga5|Lif|Lmo4|Mt3|Pdgfra|Pdgfrb|Plaur|Ptgs2|Ptpn1|Sfrp2|Sphk1|Tgfb1|Tnfrsf1a|Tnfsf11|Trf|Txn1|Grem1|Rgcc|Cemip|Nrg1|Pde5a,-5,S1_UP
GO Biological Processes,19,GO:0019725,cellular homeostasis,19_GO:0042592 homeostatic process,-6.6,2.7,6.1,16289,624,306,32,10,1.7,11647|11816|11928|11938|12010|12870|14319|15251|15277|15368|16193|16948|17748|17750|17751|18024|18159|19332|20296|20307|20656|21803|22041|22166|22329|26941|54683|66383|66815|71145|117167|213053,Alpl|Apoe|Atp1a1|Atp2a2|B2m|Cp|Fth1|Hif1a|Hk2|Hmox1|Il6|Lox|Mt1|Mt2|Mt3|Nfe2l2|Nppc|Rab20|Ccl2|Ccl8|Sod2|Tgfb1|Trf|Txn1|Vcam1|Nherf1|Prdx5|Iscu|Mcub|Scara5|Steap4|Slc39a14,-5,S1_UP
GO Biological Processes,19,GO:0006826,iron ion transport,19_GO:0051179 localization,-6.6,9.8,8.5,16289,49,306,9,2.9,0.97,12010|12870|14319|15251|16819|22041|71145|117167|213053,B2m|Cp|Fth1|Hif1a|Lcn2|Trf|Scara5|Steap4|Slc39a14,-5,S1_UP
GO Biological Processes,19,GO:0050900,leukocyte migration,19_GO:0002376 immune system process,-6.6,4.2,6.8,16289,226,306,18,5.9,1.3,13123|13479|14825|15945|17329|17390|18578|20201|20292|20296|20306|20307|20310|20311|21943|22329|55985|66102,Cyp7b1|Dpep1|Cxcl1|Cxcl10|Cxcl9|Mmp2|Pde4b|S100a8|Ccl11|Ccl2|Ccl7|Ccl8|Cxcl2|Cxcl5|Tnfsf11|Vcam1|Cxcl13|Cxcl16,-5,S1_UP
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-6.5,4.2,6.7,16289,228,306,18,5.9,1.3,13617|13819|15251|15368|16523|16878|17390|17751|18024|18159|18227|20656|20657|21803|66214|74747|94352|226646,Ednra|Epas1|Hif1a|Hmox1|Kcnj8|Lif|Mmp2|Mt3|Nfe2l2|Nppc|Nr4a2|Sod2|Sod3|Tgfb1|Rgcc|Ddit4|Loxl2|Ndufs2,-4.9,S1_UP
Reactome Gene Sets,6,R-MMU-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",,-6.5,6.5,7.5,16289,99,306,12,3.9,1.1,12223|13649|13874|14173|14178|15234|15937|17082|18595|18596|18720|211323,Btc|Egfr|Ereg|Fgf2|Fgf7|Hgf|Ier3|Il1rl1|Pdgfra|Pdgfrb|Pip5k1a|Nrg1,-4.9,S1_UP
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-6.4,2.7,6,16289,632,306,32,10,1.7,11535|11938|12822|13032|13036|13038|13039|14283|14528|14825|15251|15368|16193|16819|16828|17390|18596|19225|19255|20201|20319|20377|20656|21803|21812|21937|22038|26941|58203|66214|68545|242202,Adm|Atp2a2|Col18a1|Ctsc|Ctsh|Ctsk|Ctsl|Fosl1|Gch1|Cxcl1|Hif1a|Hmox1|Il6|Lcn2|Ldha|Mmp2|Pdgfrb|Ptgs2|Ptpn2|S100a8|Sfrp2|Sfrp1|Sod2|Tgfb1|Tgfbr1|Tnfrsf1a|Plscr1|Nherf1|Zbp1|Rgcc|Ecscr|Pde5a,-4.9,S1_UP
GO Biological Processes,19,GO:0010888,negative regulation of lipid storage,19_GO:0051179 localization,-6.4,14,9.4,16289,26,306,7,2.3,0.85,12623|16410|18035|19255|67469|69863|234564,Ces1g|Itgav|Nfkbia|Ptpn2|Abhd5|Ttc39b|Ces1f,-4.9,S1_UP
KEGG Pathway,24,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),,-6.4,4.4,6.7,16289,208,306,17,5.6,1.3,12266|12268|12985|13649|14962|15945|16193|16195|17392|18033|18035|18036|19943|20296|20846|21937|50909,C3|C4b|Csf3|Egfr|Cfb|Cxcl10|Il6|Il6st|Mmp3|Nfkb1|Nfkbia|Nfkbib|Rpl28|Ccl2|Stat1|Tnfrsf1a|C1ra,-4.8,S1_UP
Reactome Gene Sets,6,R-MMU-1566948,Elastic fibre formation,,-6.4,11,8.7,16289,38,306,8,2.6,0.91,14115|16402|16410|16948|21803|58859|94352|100952,Fbln2|Itga5|Itgav|Lox|Tgfb1|Efemp2|Loxl2|Emilin1,-4.8,S1_UP
GO Biological Processes,19,GO:0003018,vascular process in circulatory system,19_GO:0032501 multicellular organismal process,-6.4,4.1,6.6,16289,233,306,18,5.9,1.3,11535|11816|13617|13649|14528|14609|15251|16523|16971|17390|18159|19225|20656|20657|21803|21814|27360|242202,Adm|Apoe|Ednra|Egfr|Gch1|Gja1|Hif1a|Kcnj8|Lrp1|Mmp2|Nppc|Ptgs2|Sod2|Sod3|Tgfb1|Tgfbr3|Add3|Pde5a,-4.8,S1_UP
