Category	CategoryID	GO	Description	PARENT_GO	LogP	Enrichment	Z-score	#TotalGeneInLibrary	#GeneInGO	#GeneInHitList	#GeneInGOAndHitList	%InGO	STDV %InGO	GeneID	Hits	Log(q-value)	GeneList
GO Biological Processes	19	GO:0002697	regulation of immune effector process	19_GO:0002376 immune system process	-2.9	2.7	3.7	16230	414	192	13	6.8	1.8	12010|12034|12258|12263|12268|14825|14964|15039|15040|15289|21355|26362|69550	B2m|Phb2|Serping1|C2|C4b|Cxcl1|H2-D1|H2-T22|H2-T23|Hmgb1|Tap2|Axl|Bst2	-2.2	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0042287	MHC protein binding		-2.9	8.2	5.1	16230	41	192	4	2.1	1	14964|15039|15040|21355	H2-D1|H2-T22|H2-T23|Tap2	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0035720	intraciliary anterograde transport	19_GO:0051179 localization	-2.9	13	5.9	16230	19	192	3	1.6	0.9	55978|67694|73916	Ift20|Ift74|Ift57	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0042775	mitochondrial ATP synthesis coupled electron transport	19_GO:0008152 metabolic process	-2.8	6	4.6	16230	70	192	5	2.6	1.1	12864|12867|17711|17719|66416	Cox6c|Cox7c|CYTB|ND4|Ndufa7	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002711	positive regulation of T cell mediated immunity	19_GO:0002376 immune system process	-2.8	6	4.6	16230	70	192	5	2.6	1.1	12010|14964|15039|15040|21355	B2m|H2-D1|H2-T22|H2-T23|Tap2	-2.1	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0098631	cell adhesion mediator activity		-2.8	8.1	5	16230	42	192	4	2.1	1	17123|22329|83964|109700	Madcam1|Vcam1|Jam3|Itga1	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0060326	cell chemotaxis	19_GO:0040011 locomotion	-2.8	3.7	4	16230	183	192	8	4.2	1.4	14825|15289|15945|17242|18606|21943|22329|109700	Cxcl1|Hmgb1|Cxcl10|Mdk|Enpp2|Tnfsf11|Vcam1|Itga1	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0016064	immunoglobulin mediated immune response	19_GO:0002376 immune system process	-2.8	4.8	4.3	16230	105	192	6	3.1	1.3	12010|12258|12263|12268|50908|50909	B2m|Serping1|C2|C4b|C1s1|C1ra	-2.1	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0042277	peptide binding		-2.8	3.1	3.8	16230	274	192	10	5.2	1.6	12759|13039|14964|15039|15040|15289|19122|21355|64294|80982	Clu|Ctsl|H2-D1|H2-T22|H2-T23|Hmgb1|Prnp|Tap2|Itm2c|Cemip	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0050901	leukocyte tethering or rolling	19_GO:0002376 immune system process	-2.8	13	5.7	16230	20	192	3	1.6	0.9	14537|17123|22329	Gcnt1|Madcam1|Vcam1	-2.1	FDCs_MRCs_UP
GO Cellular Components	20	GO:0030992	intraciliary transport particle B		-2.8	13	5.7	16230	20	192	3	1.6	0.9	55978|67694|73916	Ift20|Ift74|Ift57	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0042773	ATP synthesis coupled electron transport	19_GO:0008152 metabolic process	-2.8	5.9	4.5	16230	72	192	5	2.6	1.1	12864|12867|17711|17719|66416	Cox6c|Cox7c|CYTB|ND4|Ndufa7	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0001910	regulation of leukocyte mediated cytotoxicity	19_GO:0002376 immune system process	-2.8	4.8	4.3	16230	106	192	6	3.1	1.3	12010|14825|14964|15039|15040|21355	B2m|Cxcl1|H2-D1|H2-T22|H2-T23|Tap2	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0050873	brown fat cell differentiation	19_GO:0032502 developmental process	-2.8	7.9	4.9	16230	43	192	4	2.1	1	16403|16780|19225|71660	Itga6|Lamb3|Ptgs2|Rarres2	-2.1	FDCs_MRCs_UP
GO Cellular Components	20	GO:0030666	endocytic vesicle membrane		-2.8	7.9	4.9	16230	43	192	4	2.1	1	12010|14964|15040|106572	B2m|H2-D1|H2-T23|Rab31	-2.1	FDCs_MRCs_UP
Reactome Gene Sets	6	R-MMU-109582	Hemostasis		-2.8	2.5	3.6	16230	477	192	14	7.3	1.9	12258|12306|12512|12527|12759|14700|15529|18573|20363|22041|26968|71660|83964|110157	Serping1|Anxa2|Cd63|Cd9|Clu|Gng10|Sdc2|Pde1a|Selenop|Trf|Islr|Rarres2|Jam3|Raf1	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0055086	nucleobase-containing small molecule metabolic process	19_GO:0008152 metabolic process	-2.8	2.5	3.6	16230	477	192	14	7.3	1.9	11872|11950|17705|17719|18573|19384|20916|54405|66416|67184|67942|68202|228033|102631912	Art2b|Atp5pb|ATP6|ND4|Pde1a|Ran|Sucla2|Ndufa1|Ndufa7|Ndufa13|Atp5g2|Ndufa5|Atp5g3|Ndufb1	-2.1	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0061134	peptidase regulator activity		-2.8	3.6	4	16230	186	192	8	4.2	1.4	11783|12258|12306|13039|18542|19122|50766|69550	Apaf1|Serping1|Anxa2|Ctsl|Pcolce|Prnp|Crim1|Bst2	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0022900	electron transport chain	19_GO:0008152 metabolic process	-2.8	4.7	4.2	16230	107	192	6	3.1	1.3	12864|12867|17711|17719|66416|68202	Cox6c|Cox7c|CYTB|ND4|Ndufa7|Ndufa5	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002691	regulation of cellular extravasation	19_GO:0040011 locomotion	-2.7	7.7	4.9	16230	44	192	4	2.1	1	14537|17242|54371|83964	Gcnt1|Mdk|Chst2|Jam3	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0010959	regulation of metal ion transport	19_GO:0051179 localization	-2.7	2.6	3.6	16230	428	192	13	6.8	1.8	12010|12512|14225|14609|14825|15945|17999|19122|19225|22041|22218|66383|80982	B2m|Cd63|Fkbp1a|Gja1|Cxcl1|Cxcl10|Nedd4|Prnp|Ptgs2|Trf|Sumo1|Iscu|Cemip	-2.1	FDCs_MRCs_UP
GO Cellular Components	20	GO:1990351	transporter complex		-2.7	2.7	3.6	16230	377	192	12	6.2	1.7	17711|17719|22218|50770|54405|66416|67184|67942|68202|228033|242443|102631912	CYTB|ND4|Sumo1|Atp11a|Ndufa1|Ndufa7|Ndufa13|Atp5g2|Ndufa5|Atp5g3|Grin3a|Ndufb1	-2.1	FDCs_MRCs_UP
GO Biological Processes	19	GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	19_GO:0050896 response to stimulus	-2.7	12	5.6	16230	21	192	3	1.6	0.9	12156|16012|214425	Bmp2|Igfbp6|Cilp	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002443	leukocyte mediated immunity	19_GO:0002376 immune system process	-2.7	3.3	3.8	16230	233	192	9	4.7	1.5	12010|12258|12263|12268|14964|15040|21355|50908|50909	B2m|Serping1|C2|C4b|H2-D1|H2-T23|Tap2|C1s1|C1ra	-2	FDCs_MRCs_UP
KEGG Pathway	24	mmu04932	Non-alcoholic fatty liver disease - Mus musculus (house mouse)		-2.7	4	4	16230	148	192	7	3.6	1.4	12864|12867|17711|54405|66416|67184|68202	Cox6c|Cox7c|CYTB|Ndufa1|Ndufa7|Ndufa13|Ndufa5	-2	FDCs_MRCs_UP
GO Cellular Components	20	GO:0005844	polysome		-2.7	5.6	4.4	16230	75	192	5	2.6	1.1	19982|22352|27176|27370|54127	Rpl36a|Vim|Rpl7a|Rps26|Rps28	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:0019724	B cell mediated immunity	19_GO:0002376 immune system process	-2.7	4.6	4.2	16230	110	192	6	3.1	1.3	12010|12258|12263|12268|50908|50909	B2m|Serping1|C2|C4b|C1s1|C1ra	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:0043043	peptide biosynthetic process	19_GO:0008152 metabolic process	-2.7	2.7	3.6	16230	382	192	12	6.2	1.7	19941|19982|27176|27370|54127|57808|66416|67186|67204|68028|68436|110954	Rpl26|Rpl36a|Rpl7a|Rps26|Rps28|Rpl35a|Ndufa7|Rplp2|Eif2s2|Rpl22l1|Rpl34|Rpl10	-2	FDCs_MRCs_UP
GO Cellular Components	20	GO:0005770	late endosome		-2.7	3.2	3.8	16230	236	192	9	4.7	1.5	12306|12512|13039|14609|20318|22041|56374|69550|106572	Anxa2|Cd63|Ctsl|Gja1|Sdf4|Trf|Tmem59|Bst2|Rab31	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:2000147	positive regulation of cell motility	19_GO:0040011 locomotion	-2.7	2.3	3.4	16230	598	192	16	8.3	2	12156|15117|15289|15945|16403|17123|17242|18606|18805|19225|22041|26564|71660|80982|83964|118449	Bmp2|Has2|Hmgb1|Cxcl10|Itga6|Madcam1|Mdk|Enpp2|Pld1|Ptgs2|Trf|Ror2|Rarres2|Cemip|Jam3|Synpo2	-2	FDCs_MRCs_UP
GO Cellular Components	20	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain		-2.7	12	5.4	16230	22	192	3	1.6	0.9	11950|67942|228033	Atp5pb|Atp5g2|Atp5g3	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:1902600	proton transmembrane transport	19_GO:0051179 localization	-2.7	5.5	4.3	16230	77	192	5	2.6	1.1	11950|17711|17719|67942|228033	Atp5pb|CYTB|ND4|Atp5g2|Atp5g3	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:0045785	positive regulation of cell adhesion	19_GO:0048518 positive regulation of biological process	-2.7	2.4	3.5	16230	492	192	14	7.3	1.9	12010|12512|14537|15117|15289|16403|17242|18073|18606|21943|22329|54371|67694|74015	B2m|Cd63|Gcnt1|Has2|Hmgb1|Itga6|Mdk|Nid1|Enpp2|Tnfsf11|Vcam1|Chst2|Ift74|Fcho1	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:0010942	positive regulation of cell death	19_GO:0048518 positive regulation of biological process	-2.6	2.2	3.4	16230	663	192	17	8.9	2.1	11783|12156|12759|13039|15289|15903|16403|19122|19225|19941|21664|22038|24108|56213|64294|80707|109700	Apaf1|Bmp2|Clu|Ctsl|Hmgb1|Id3|Itga6|Prnp|Ptgs2|Rpl26|Phlda1|Plscr1|Ubd|Htra1|Itm2c|Wwox|Itga1	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:0050673	epithelial cell proliferation	19_GO:0009987 cellular process	-2.6	3.4	3.8	16230	197	192	8	4.2	1.4	12034|13039|15289|19290|21943|67694|73916|110157	Phb2|Ctsl|Hmgb1|Pura|Tnfsf11|Ift74|Ift57|Raf1	-2	FDCs_MRCs_UP
GO Cellular Components	20	GO:0016469	proton-transporting two-sector ATPase complex		-2.6	7	4.6	16230	48	192	4	2.1	1	11950|17705|67942|228033	Atp5pb|ATP6|Atp5g2|Atp5g3	-2	FDCs_MRCs_UP
GO Biological Processes	19	GO:0060348	bone development	19_GO:0032502 developmental process	-2.6	3.4	3.7	16230	198	192	8	4.2	1.4	12156|14609|15117|16795|19227|21943|102866|240725	Bmp2|Gja1|Has2|Large1|Pthlh|Tnfsf11|Pls3|Sulf1	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0040017	positive regulation of locomotion	19_GO:0040011 locomotion	-2.6	2.2	3.3	16230	614	192	16	8.3	2	12156|15117|15289|15945|16403|17123|17242|18606|18805|19225|22041|26564|71660|80982|83964|118449	Bmp2|Has2|Hmgb1|Cxcl10|Itga6|Madcam1|Mdk|Enpp2|Pld1|Ptgs2|Trf|Ror2|Rarres2|Cemip|Jam3|Synpo2	-1.9	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0008198	ferrous iron binding		-2.6	11	5.1	16230	24	192	3	1.6	0.9	22041|66383|112407	Trf|Iscu|Egln3	-1.9	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0042608	T cell receptor binding		-2.6	11	5.1	16230	24	192	3	1.6	0.9	14964|15039|15040	H2-D1|H2-T22|H2-T23	-1.9	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0046703	natural killer cell lectin-like receptor binding		-2.6	11	5.1	16230	24	192	3	1.6	0.9	14964|15039|15040	H2-D1|H2-T22|H2-T23	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0061756	leukocyte adhesion to vascular endothelial cell	19_GO:0009987 cellular process	-2.6	11	5.1	16230	24	192	3	1.6	0.9	14537|17123|22329	Gcnt1|Madcam1|Vcam1	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0001780	neutrophil homeostasis	19_GO:0042592 homeostatic process	-2.6	11	5.1	16230	24	192	3	1.6	0.9	15289|26362|83964	Hmgb1|Axl|Jam3	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0001947	heart looping	19_GO:0032502 developmental process	-2.5	6.8	4.5	16230	50	192	4	2.1	1	13388|14609|56334|73916	Dll1|Gja1|Tmed2|Ift57	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0050680	negative regulation of epithelial cell proliferation	19_GO:0048519 negative regulation of biological process	-2.5	3.7	3.8	16230	160	192	7	3.6	1.4	12010|12034|13039|14609|67694|73916|240725	B2m|Phb2|Ctsl|Gja1|Ift74|Ift57|Sulf1	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:1903035	negative regulation of response to wounding	19_GO:0048519 negative regulation of biological process	-2.5	5.1	4.1	16230	83	192	5	2.6	1.1	12258|12306|12527|14609|17242	Serping1|Anxa2|Cd9|Gja1|Mdk	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:2001235	positive regulation of apoptotic signaling pathway	19_GO:0048518 positive regulation of biological process	-2.5	3.7	3.7	16230	161	192	7	3.6	1.4	11783|12759|13039|19941|22038|64294|80707	Apaf1|Clu|Ctsl|Rpl26|Plscr1|Itm2c|Wwox	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0010839	negative regulation of keratinocyte proliferation	19_GO:0048519 negative regulation of biological process	-2.5	10	5	16230	25	192	3	1.6	0.9	13039|67694|73916	Ctsl|Ift74|Ift57	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	19_GO:0002376 immune system process	-2.5	10	5	16230	25	192	3	1.6	0.9	14964|15039|15040	H2-D1|H2-T22|H2-T23	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0090407	organophosphate biosynthetic process	19_GO:0008152 metabolic process	-2.5	2.4	3.3	16230	457	192	13	6.8	1.8	11950|17705|17719|18805|22038|54405|66416|67184|67942|68202|68563|228033|102631912	Atp5pb|ATP6|ND4|Pld1|Plscr1|Ndufa1|Ndufa7|Ndufa13|Atp5g2|Ndufa5|Dpm3|Atp5g3|Ndufb1	-1.9	FDCs_MRCs_UP
GO Cellular Components	20	GO:0009897	external side of plasma membrane		-2.5	2.3	3.3	16230	512	192	14	7.3	1.9	11872|12010|12527|13039|14964|15039|15040|15945|16403|17082|17304|22329|71929|109700	Art2b|B2m|Cd9|Ctsl|H2-D1|H2-T22|H2-T23|Cxcl10|Itga6|Il1rl1|Mfge8|Vcam1|Tmem123|Itga1	-1.9	FDCs_MRCs_UP
GO Cellular Components	20	GO:0030139	endocytic vesicle		-2.5	3.3	3.6	16230	207	192	8	4.2	1.4	12010|14964|15040|18805|22041|22352|80982|106572	B2m|H2-D1|H2-T23|Pld1|Trf|Vim|Cemip|Rab31	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0009100	glycoprotein metabolic process	19_GO:0008152 metabolic process	-2.5	2.8	3.4	16230	303	192	10	5.2	1.6	12156|13039|14537|16795|21664|56374|67695|68563|217664|240725	Bmp2|Ctsl|Gcnt1|Large1|Phlda1|Tmem59|Ost4|Dpm3|Mgat2|Sulf1	-1.9	FDCs_MRCs_UP
GO Cellular Components	20	GO:1902495	transmembrane transporter complex		-2.5	2.6	3.4	16230	354	192	11	5.7	1.7	17711|17719|22218|54405|66416|67184|67942|68202|228033|242443|102631912	CYTB|ND4|Sumo1|Ndufa1|Ndufa7|Ndufa13|Atp5g2|Ndufa5|Atp5g3|Grin3a|Ndufb1	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0014015	positive regulation of gliogenesis	19_GO:0032502 developmental process	-2.5	5	4	16230	85	192	5	2.6	1.1	12156|17242|18606|22041|22352	Bmp2|Mdk|Enpp2|Trf|Vim	-1.9	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002688	regulation of leukocyte chemotaxis	19_GO:0040011 locomotion	-2.5	4.1	3.8	16230	123	192	6	3.1	1.3	12182|15289|15945|17242|71660|83964	Bst1|Hmgb1|Cxcl10|Mdk|Rarres2|Jam3	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	19_GO:0048518 positive regulation of biological process	-2.5	9.8	4.9	16230	26	192	3	1.6	0.9	14537|17242|54371	Gcnt1|Mdk|Chst2	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0060039	pericardium development	19_GO:0032502 developmental process	-2.5	9.8	4.9	16230	26	192	3	1.6	0.9	12156|22329|71436	Bmp2|Vcam1|Flrt3	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0001890	placenta development	19_GO:0032502 developmental process	-2.5	3.6	3.7	16230	165	192	7	3.6	1.4	11797|13039|13819|19225|22329|56213|56334	Birc2|Ctsl|Epas1|Ptgs2|Vcam1|Htra1|Tmed2	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002062	chondrocyte differentiation	19_GO:0032502 developmental process	-2.5	4.9	4	16230	86	192	5	2.6	1.1	12156|19227|20678|26564|240725	Bmp2|Pthlh|Sox5|Ror2|Sulf1	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0030335	positive regulation of cell migration	19_GO:0040011 locomotion	-2.4	2.2	3.2	16230	577	192	15	7.8	1.9	12156|15117|15289|15945|16403|17123|17242|18606|18805|19225|26564|71660|80982|83964|118449	Bmp2|Has2|Hmgb1|Cxcl10|Itga6|Madcam1|Mdk|Enpp2|Pld1|Ptgs2|Ror2|Rarres2|Cemip|Jam3|Synpo2	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0006518	peptide metabolic process	19_GO:0008152 metabolic process	-2.4	2.4	3.3	16230	465	192	13	6.8	1.8	19941|19982|27176|27370|54127|57808|66416|67186|67204|68028|68436|69019|110954	Rpl26|Rpl36a|Rpl7a|Rps26|Rps28|Rpl35a|Ndufa7|Rplp2|Eif2s2|Rpl22l1|Rpl34|Spcs1|Rpl10	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0022409	positive regulation of cell-cell adhesion	19_GO:0048518 positive regulation of biological process	-2.4	2.7	3.4	16230	308	192	10	5.2	1.6	12010|14537|15117|15289|16403|17242|21943|22329|54371|74015	B2m|Gcnt1|Has2|Hmgb1|Itga6|Mdk|Tnfsf11|Vcam1|Chst2|Fcho1	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0048729	tissue morphogenesis	19_GO:0032502 developmental process	-2.4	2.2	3.2	16230	579	192	15	7.8	1.9	11783|12034|12156|13039|13388|14225|14537|14609|16911|19227|55978|56334|71436|73916|98711	Apaf1|Phb2|Bmp2|Ctsl|Dll1|Fkbp1a|Gcnt1|Gja1|Lmo4|Pthlh|Ift20|Tmed2|Flrt3|Ift57|Rdh10	-1.8	FDCs_MRCs_UP
GO Molecular Functions	21	GO:0003823	antigen binding		-2.4	6.3	4.2	16230	54	192	4	2.1	1	14964|15039|15040|21355	H2-D1|H2-T22|H2-T23|Tap2	-1.8	FDCs_MRCs_UP
GO Cellular Components	20	GO:0005771	multivesicular body		-2.4	6.3	4.2	16230	54	192	4	2.1	1	12512|13039|14609|69550	Cd63|Ctsl|Gja1|Bst2	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0061371	determination of heart left/right asymmetry	19_GO:0032502 developmental process	-2.4	6.3	4.2	16230	54	192	4	2.1	1	13388|14609|56334|73916	Dll1|Gja1|Tmed2|Ift57	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0031341	regulation of cell killing	19_GO:0050789 regulation of biological process	-2.4	4	3.7	16230	126	192	6	3.1	1.3	12010|14825|14964|15039|15040|21355	B2m|Cxcl1|H2-D1|H2-T22|H2-T23|Tap2	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0048259	regulation of receptor-mediated endocytosis	19_GO:0051179 localization	-2.4	4	3.7	16230	126	192	6	3.1	1.3	12010|12306|12512|12759|17999|22041	B2m|Anxa2|Cd63|Clu|Nedd4|Trf	-1.8	FDCs_MRCs_UP
GO Cellular Components	20	GO:0030990	intraciliary transport particle		-2.4	9.4	4.8	16230	27	192	3	1.6	0.9	55978|67694|73916	Ift20|Ift74|Ift57	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0035455	response to interferon-alpha	19_GO:0050896 response to stimulus	-2.4	9.4	4.8	16230	27	192	3	1.6	0.9	22038|26362|69550	Plscr1|Axl|Bst2	-1.8	FDCs_MRCs_UP
Reactome Gene Sets	6	R-MMU-1592230	Mitochondrial biogenesis		-2.4	9.4	4.8	16230	27	192	3	1.6	0.9	11950|17705|228033	Atp5pb|ATP6|Atp5g3	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:1903039	positive regulation of leukocyte cell-cell adhesion	19_GO:0048518 positive regulation of biological process	-2.4	2.9	3.4	16230	261	192	9	4.7	1.5	12010|14537|15117|15289|17242|21943|22329|54371|74015	B2m|Gcnt1|Has2|Hmgb1|Mdk|Tnfsf11|Vcam1|Chst2|Fcho1	-1.8	FDCs_MRCs_UP
GO Cellular Components	20	GO:0098858	actin-based cell projection		-2.4	3.2	3.5	16230	214	192	8	4.2	1.4	13039|16403|17999|22329|55978|80707|83964|102866	Ctsl|Itga6|Nedd4|Vcam1|Ift20|Wwox|Jam3|Pls3	-1.8	FDCs_MRCs_UP
GO Cellular Components	20	GO:0098636	protein complex involved in cell adhesion		-2.4	6.1	4.2	16230	55	192	4	2.1	1	16403|18073|83964|109700	Itga6|Nid1|Jam3|Itga1	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0060627	regulation of vesicle-mediated transport	19_GO:0051179 localization	-2.4	2.2	3.2	16230	584	192	15	7.8	1.9	12010|12263|12268|12306|12512|12759|13388|15289|17999|18805|22041|26362|102866|106572|116837	B2m|C2|C4b|Anxa2|Cd63|Clu|Dll1|Hmgb1|Nedd4|Pld1|Trf|Axl|Pls3|Rab31|Rims1	-1.8	FDCs_MRCs_UP
KEGG Pathway	24	mmu05163	Human cytomegalovirus infection - Mus musculus (house mouse)		-2.4	3.1	3.4	16230	216	192	8	4.2	1.4	12010|14700|14964|15039|15040|19225|21355|110157	B2m|Gng10|H2-D1|H2-T22|H2-T23|Ptgs2|Tap2|Raf1	-1.8	FDCs_MRCs_UP
WikiPathways	27	WP3675	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling		-2.4	9.1	4.7	16230	28	192	3	1.6	0.9	16012|18805|29817	Igfbp6|Pld1|Igfbp7	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0045662	negative regulation of myoblast differentiation	19_GO:0048519 negative regulation of biological process	-2.4	9.1	4.7	16230	28	192	3	1.6	0.9	13388|15903|15945	Dll1|Id3|Cxcl10	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002456	T cell mediated immunity	19_GO:0002376 immune system process	-2.4	6	4.1	16230	56	192	4	2.1	1	12010|14964|15040|21355	B2m|H2-D1|H2-T23|Tap2	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0051146	striated muscle cell differentiation	19_GO:0032502 developmental process	-2.4	3.1	3.4	16230	217	192	8	4.2	1.4	12156|12527|12632|13007|16795|19221|24052|55978	Bmp2|Cd9|Cfl2|Csrp1|Large1|Ptgfrn|Sgcd|Ift20	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0022407	regulation of cell-cell adhesion	19_GO:0050789 regulation of biological process	-2.4	2.3	3.2	16230	475	192	13	6.8	1.8	12010|12156|12527|14537|15117|15289|16403|17242|19122|21943|22329|54371|74015	B2m|Bmp2|Cd9|Gcnt1|Has2|Hmgb1|Itga6|Mdk|Prnp|Tnfsf11|Vcam1|Chst2|Fcho1	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0097529	myeloid leukocyte migration	19_GO:0002376 immune system process	-2.3	3.9	3.6	16230	130	192	6	3.1	1.3	14825|15945|21943|26564|83964|109700	Cxcl1|Cxcl10|Tnfsf11|Ror2|Jam3|Itga1	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0043269	regulation of monoatomic ion transport	19_GO:0051179 localization	-2.3	2.1	3.1	16230	591	192	15	7.8	1.9	12010|12034|12512|12856|14225|14609|14825|15945|17999|19122|19225|22041|22218|66383|80982	B2m|Phb2|Cd63|Cox17|Fkbp1a|Gja1|Cxcl1|Cxcl10|Nedd4|Prnp|Ptgs2|Trf|Sumo1|Iscu|Cemip	-1.8	FDCs_MRCs_UP
GO Biological Processes	19	GO:0003143	embryonic heart tube morphogenesis	19_GO:0032502 developmental process	-2.3	5.9	4.1	16230	57	192	4	2.1	1	13388|14609|56334|73916	Dll1|Gja1|Tmed2|Ift57	-1.8	FDCs_MRCs_UP
GO Cellular Components	20	GO:0005795	Golgi stack		-2.3	4.6	3.8	16230	92	192	5	2.6	1.1	14537|14964|18805|56374|217664	Gcnt1|H2-D1|Pld1|Tmem59|Mgat2	-1.7	FDCs_MRCs_UP
KEGG Pathway	24	mmu05222	Small cell lung cancer - Mus musculus (house mouse)		-2.3	4.6	3.8	16230	92	192	5	2.6	1.1	11783|11797|16403|16780|19225	Apaf1|Birc2|Itga6|Lamb3|Ptgs2	-1.7	FDCs_MRCs_UP
GO Biological Processes	19	GO:0010001	glial cell differentiation	19_GO:0032502 developmental process	-2.3	3.1	3.4	16230	220	192	8	4.2	1.4	12156|12759|13388|16795|17242|20678|22352|26564	Bmp2|Clu|Dll1|Large1|Mdk|Sox5|Vim|Ror2	-1.7	FDCs_MRCs_UP
GO Biological Processes	19	GO:0006622	protein targeting to lysosome	19_GO:0051179 localization	-2.3	8.7	4.6	16230	29	192	3	1.6	0.9	12759|17999|70297	Clu|Nedd4|Gcc2	-1.7	FDCs_MRCs_UP
GO Biological Processes	19	GO:0002009	morphogenesis of an epithelium	19_GO:0032502 developmental process	-2.3	2.3	3.1	16230	480	192	13	6.8	1.8	11783|12034|12156|13039|13388|14609|16911|19227|55978|56334|71436|73916|98711	Apaf1|Phb2|Bmp2|Ctsl|Dll1|Gja1|Lmo4|Pthlh|Ift20|Tmed2|Flrt3|Ift57|Rdh10	-1.7	FDCs_MRCs_UP
GO Biological Processes	19	GO:0071622	regulation of granulocyte chemotaxis	19_GO:0040011 locomotion	-2.3	5.8	4	16230	58	192	4	2.1	1	12182|17242|71660|83964	Bst1|Mdk|Rarres2|Jam3	-1.7	FDCs_MRCs_UP
GO Biological Processes	19	GO:0001568	blood vessel development	19_GO:0032502 developmental process	-2.3	2.2	3.1	16230	541	192	14	7.3	1.9	12306|13388|13819|14609|15117|16795|17304|17999|19225|24052|28106|56334|83964|268977	Anxa2|Dll1|Epas1|Gja1|Has2|Large1|Mfge8|Nedd4|Ptgs2|Sgcd|Mydgf|Tmed2|Jam3|Ltbp1	-1.7	FDCs_MRCs_UP
